x,y,v,t
59.18253109787871,0.5042809553432851,5.0,13.246726508903226
59.985635508914356,0.34487773379880016,5.0,13.410480724978864
60.78864122678426,0.15457496429596118,5.0,13.575530211741132
61.59143011115504,-0.06236368548554474,5.0,13.741847062437422
62.39385084323707,-0.29792092399559544,5.0,13.909103302248024
63.195752082687434,-0.5440770212650584,5.0,14.076869618540057
63.99698248916324,-0.7928122473248077,5.0,14.244659889645908
64.7973907223216,-1.0361068722057107,5.0,14.411973441303102
65.5968254418196,-1.265941165938637,5.0,14.578336859555382
66.39513530731433,-1.4742953985544565,5.0,14.743347177729142
67.19216897846292,-1.6531498400840388,5.0,14.906718115683166
67.9877751149224,-1.7944847605582512,5.0,15.0683305761084
68.78180237634994,-1.8902804300079679,5.0,15.228287583104086
69.57409942240261,-1.9325171184640575,5.0,15.386971992802772
70.36451491273749,-1.9131750959573874,5.0,15.545102415074513
71.15178695230452,-1.8245790662502193,4.904597032303382,15.705076909946328
71.92710642129866,-1.6613944721671736,4.701632036080721,15.87003371698497
72.6785237084354,-1.4192607663602848,4.510503579190905,16.04143068722939
73.39407889707029,-1.0938205976443238,4.344025004472524,16.218986288904315
74.06181207055886,-0.6807166148340733,4.199484393611787,16.40279587478763
74.66976331225663,-0.17559146674431347,4.199321067442364,16.591016727182897
75.20597270551916,0.423262910500424,4.199450602511688,16.782433466319137
75.65848033370199,1.1017203107110676,4.349602173292317,16.973218758798435
76.01532628016062,1.8397971609897352,4.2463286708995485,17.163963638560112
76.26455062825059,2.6175004429910063,4.037197779611096,17.361140769244948
76.39419346132749,3.4148371383694993,3.8264549060761386,17.566594291208453
76.39229770615181,4.211814989068878,3.826294277610446,17.774880251263816
76.25222243708328,4.9898632049438785,3.8264216731537077,17.981488425077238
75.98367561026883,5.73478247169876,3.9840354087697314,18.184254350300122
75.59949772932934,6.433211077010088,4.129700703166201,18.3807401045765
75.1125292978857,7.071787308554416,4.258209418421601,18.572222313318928
74.53561081955878,7.637149454008298,4.264363388012974,18.761779088671794
73.8815827979695,8.11593580104831,4.264198382602447,18.95185770058122
73.16328573673864,8.49481748927366,4.2643292494863605,19.142300253148733
72.39356013948716,8.76586269027056,4.3321383821667485,19.332158073739105
71.5852465098359,8.932489561212336,4.493068610748689,19.519192621268015
70.75118535140574,8.999558865857436,4.671537823463575,19.701798047698645
69.90421716781759,8.97421675702082,4.870799770179736,19.879395459377445
69.05718246269228,8.868952354982351,5.0,20.052339998594544
68.22290949500862,8.697016952274275,5.0,20.222701164041613
67.40988421562916,8.471607535240413,5.0,20.3914399574707
66.61586117001058,8.205786880097468,5.0,20.55890735342275
65.83696610066829,7.912597392771265,5.0,20.725357058081464
65.06932475011769,7.605081479187618,5.0,20.890746208896424
64.30906286087423,7.296281545272346,5.0,21.054862696724076
63.55230643532393,6.999238741333198,5.0,21.2174560194632
62.796039417405666,6.722848897122294,5.0,21.378494045826404
62.04001422774933,6.462631379511739,5.0,21.53840492649014
61.28454065541164,6.211412515516779,5.0,21.697634476025094
60.52992848944934,5.962018632152654,5.0,21.856585642120564
59.7764875189191,5.707276056434613,5.0,22.01565381316141
59.02452601295914,5.440029138918269,5.0,22.175261710380507
58.27410284919113,5.156079571603312,5.0,22.33573130644131
57.52475259077633,4.857446486863041,5.0,22.49706419572156
56.77594358155882,4.546934260827067,5.0,22.659191648647106
56.027144165382595,4.227347269625007,5.0,22.822021180441734
55.277822686091795,3.901489889386473,5.0,22.98544280833504
54.52744748753041,3.5721664962410755,5.0,23.14933507000579
53.77548691354253,3.2421814663184354,5.0,23.313570854755064
53.02140930797217,2.9143391757481516,5.0,23.478023109553725
52.264683014663404,2.5914440006598447,5.0,23.64257048596309
51.50477637746029,2.2763003171831273,5.0,23.80710299199161
50.74115774020688,1.9717125014476111,5.0,23.971527705542254
49.973295446747215,1.68048492958291,5.0,24.135774592919926
49.20065784104216,1.4054219772948404,5.0,24.299802456098238
48.42287769671962,1.1487314329619962,5.0,24.46361112356761
47.64022798124756,0.9102983196199137,5.0,24.62724375193573
46.85313744547124,0.6894424436352437,5.0,24.790741620969623
46.06203484023589,0.4854836113746332,5.0,24.954135933877666
45.267348916386766,0.297741629204729,5.0,25.117448244428097
44.469508424769124,0.12553630349217842,5.0,25.280690901141156
43.66894211622823,-0.0318125593963695,5.0,25.443867502285208
42.866078741609265,-0.17498515309427304,5.0,25.60697335624401
42.06134705175754,-0.30466167123488275,5.0,25.76999594265567
41.25517579751827,-0.4215223074515518,5.0,25.932915370528306
40.44799372973671,-0.5262472553776331,5.0,26.095704830293517
39.640229598432626,-0.6195167083912801,5.0,26.2583310376141
38.832238248259834,-0.7019880118462282,5.0,26.420768907317886
38.0240984885388,-0.7742331740986113,5.0,26.58304142313136
37.21582469589561,-0.8368042839797117,5.0,26.745179841486237
36.40743124695636,-0.8902534303208077,5.0,26.907211539561953
35.59893251834716,-0.935132701953179,5.0,27.06916021577574
34.79034288669413,-0.971994187708106,5.0,27.2310460967597
33.981676728623334,-1.0013894271469868,5.0,27.392886145611726
33.17294842076089,-1.0227108188283285,5.0,27.554688009344044
32.364172339732896,-1.0317461616251165,5.0,27.71645331918054
31.555362862165452,-1.0235846117911085,5.0,27.878223450156394
30.74653436468466,-0.9933153255800634,5.0,28.040102388628917
29.937701223916626,-0.9360274592457387,5.0,28.20227426649112
29.12887781648743,-0.8468133055689729,5.0,28.365020015390638
28.320078519023202,-0.7243196985396694,5.0,28.528624537008064
27.511317708150024,-0.5775730947842088,5.0,28.69301779902546
26.70260976049399,-0.41748439592204256,5.0,28.85789799020747
25.893969052681214,-0.2549645035726213,5.0,29.02286010825173
25.085409961337792,-0.100924319355396,5.0,29.187480420795204
24.27694686308985,0.033725376470980006,5.0,29.351400294125412
23.468594134563443,0.14178257877208125,5.0,29.51450890734804
22.660366152384686,0.2294820621739858,5.0,29.67710333167627
21.852277293179686,0.3061006063172581,5.0,29.83944593306948
21.04434193357454,0.3809149908424627,5.0,30.001724303462108
20.23657445019535,0.46320199539016393,5.0,30.164113891591665
19.428989219668217,0.562238386630122,5.0,30.326840915942924
18.621600618619244,0.6845715212757358,5.0,30.49016167383194
17.81442302367452,0.826376880778508,5.0,30.654069505220736
17.00747081146016,0.9813666634757959,5.0,30.818409847868327
16.20075835860225,1.1432530677049586,5.0,30.982968918049252
15.39430004172691,1.3057482918033527,5.0,31.14750216267929
14.588110237460223,1.462564534108337,5.0,31.3117621193765
13.782203322428321,1.6074139929572646,5.0,31.475526257260842
12.976593673257252,1.7340088666875033,5.0,31.63862538894367
12.171295666573142,1.836061353636406,5.0,31.80097311324701
11.366323679002095,1.9072836521413299,5.0,31.962596442822715
10.561692087170208,1.9413879605396342,5.0,32.12366724743053
9.757415267703575,1.9320864771686757,5.0,32.284533368155095
8.953507597228308,1.8753492565458478,5.0,32.44571483791548
8.1499834523705,1.7773415731444153,5.0,32.60761067570944
7.3468572097562586,1.6471049961916822,5.0,32.770334162342685
6.544143246011675,1.493681262945436,5.0,32.93378305949574
5.741855937762853,1.3261121106634635,5.0,33.09770308216211
4.940009661635897,1.1534392766035517,5.0,33.26174860732643
4.138618794256903,0.9847044980234874,5.0,33.4255410061514
3.3376977122519715,0.8289495121810577,5.0,33.58872607841167
2.5372607922472317,0.6952160563340537,5.0,33.751032443058214
1.7373224108687284,0.5925458677402524,5.0,33.912332484177654
0.9378969447425893,0.5299806836574464,5.0,34.07270648183941
